State,solar%,wind%,CF_NG,CF_solar,CF_wind,EMM Region,Cost_aj_NG,Cost_aj_wind,Cost_aj_solar,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross_Load_MWh,Total capacity,capacity,SO2(short tons),SO2 Rate (lbs/mmBtu),CO2 (short tons),CO2 Rate (short tons/mmBtu),NOx (short tons),NOx Rate (lbs/mmBtu),total PM2.5,PM2.5,total VOC,VOC,Heat Input (mmBtu),CF (%),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,,O&M ,Fuel costs,Total Costs,,BPT_NOx_O3,BPT_NOx_PM2.5,BPT_PM2.5,BPT_SO2_PM2.5,SCC_CO2,BPT_VOC,,AC SO2 red,AC NOx red,AC CO2 red,AC PM2.5 red,AC VOC red,AC_Control_Cost,AC_Fuel_Costs,AC_TotalCosts,%SO2,%NOX,%CO2,%PM2.5,%VOC,AC_Benefits,AC_NetBenefits,AC_SO2_BPT,AC_NOx_BPT,CO2_BPT,AC_PM2.5_BPT,AC_VOC_BPT,,GT SO2 red,GT NOx red,GT CO2 red,GT PM2.5 red,GT VOC red,Capacity_replaced,GT CAPEX,GT O&M ,Fuel costs,GT_TotalCosts,GT_Benefits,GT_NetBenefits,%SO2,%NOX,%CO2,%PM2.5,%VOC,GT_SO2_BPT,GT_NOx_BPT,GT_CO2_BPT,GT_PM2.5_BPT,GT_VOC_BPT,,RT SO2 red,RT Nox red,RT CO2 red,RT PM2.5 red,RT VOC red,Capacity_replaced_solar,Capacity_replaced_wind,CAPEX,O&M ,RT_TotalCosts,RT_Benefits,RT_NetBenefits,Net benefits,%NOX,%CO2,%PM2.5,%VOC,RT_SO2_BPT,RT_NOx_BPT,RT_CO2_BPT,RT_PM2.5_BPT,RT_VOC_BPT
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Thomas Hill Energy Center,2168,MB2,,2020,7895,7877.81,1982358.36,1135,285,3687.507,0.3702,2079221.34,0.105,5612.479,0.5524,400.9054088,210.014324895305,161.1007,84.3926123419792,19824778.4,0.79402321557318,Coal,Diesel Oil,Cyclone boiler,,Overfire Air|Selective Catalytic Reduction,Electrostatic Precipitator,,16968060.1332,41830282.424,58798342.5572,,51450,14940,47000,80750,185,2400,,8719,-91.4834077,-33891.307842,-3.42323349579347,-1.37559958117426,24671896,681833.6035112,25353729.6035112,94.73%,-1.63%,-1.63%,-1.63%,-1.63%,691551581.20,666197851.60,31243.544058549,3795865.93828302,10601.603808609,-4522933.17194335,-18283799.790358,,3683.04727673658,5529.08217497398,1191575.86054123,153.531929764046,43.5281680792294,67551.23%,70698508.32,16202635.89,38574822.34,66677624.00,892243835.695429,825566211.70,0.998790585817621,0.985140821903116,0.573087548505649,0.731054559447713,0.515781735761926,62743.85,55331.94,18443.14,-370000.89,-1527173.89,,3687.507,5612.479,2079221.34,210.014324895305,84.3926123419792,3374.54%,60685.78%,128726043.12,27663533.94,97591234.5075176,1065107834.4997,967516599.992182,1,1,1,1,1,54284.6307118827,49001.7417085182,138.06356633127,-417688.466161383,-1153995.46874144
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Meramec,2104,3,,2020,220,215.17,18897.74,648,289,48.563,0.3468,22885.159,0.105,23.092,0.1955,5.979,1.03385829620556,3.673,0.635116494725373,218203.913,0.00746462372217219,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,13482508.7738,460410.25643,13942919.03023,,51450,14940,47000,80750,185,2400,,36,-0.3763996,-373.0280917,-0.0168518902281506,-0.0103523988640236,13498378,7504.687179809,13505882.6871798,74.13%,-1.63%,-1.63%,-1.63%,-1.63%,2812183.75,-10693698.94,-266233.901032772,-31808760.7085124,-24856.3807350914,-798562722.938826,-1304466586.43751,,48.5204856431588,22.29698152707,14423.2714717596,0.49541396681206,0.245557442989673,643.96%,673965.95,154459.06,367732.18,-12746761.85,8090504.83584612,20837266.68,0.999124552502086,0.965571692667157,0.630245630880677,0.4791894291803,0.386633704255867,343529.62,640438.25,-38555.43,25827598.82,51915698.30,,48.563,23.092,22885.159,1.03385829620556,0.635116494725373,32.17%,578.52%,1227140.03,263715.32,-12452063.6805045,9738410.164509,22190473.8450135,1,1,1,1,1,337160.511716832,605627.124567144,729.110865933005,12091265.3758312,19608352.2684714
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Meramec,2104,4,,2020,692,683.05,90391.5,648,359,234.979,0.418,102217.123,0.105,71.634,0.1371,5.979,4.94514170379444,3.673,3.03788350527463,974617.866,0.0287427977257985,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,16873302.105,2056443.69726,18929745.80226,,51450,14940,47000,80750,185,2400,,193,-1.1676342,-1666.1391049,-0.0806058097718494,-0.0495175011359765,15141237,33520.032265338,15174757.0322653,82.13%,-1.63%,-1.63%,-1.63%,-1.63%,15195087.72,20330.68,19688.068485672,-8923150.56570397,2241.95609583204,-185375414.185162,-306305160.072645,,234.775645710735,67.83127479075,61742.29868191,2.36965963025694,1.17454815274213,3080.20%,3223707.85,738807.17,1758933.26,-13208297.52,34997969.8988418,48206267.42,0.999134585263938,0.946914520908368,0.604030879267752,0.479189429180297,0.386633704255868,137079.17,264834.75,3925.58,5672004.12,11251636.14,,234.979,71.634,102217.123,4.94514170379444,3.03788350527463,153.87%,2767.15%,5869645.15,1261400.75,-11798699.9023424,42880215.845491,54678915.7478334,1,1,1,1,1,130961.720631811,231098.098142536,300.427822228399,2432917.45374843,3886255.28340916
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Labadie,2103,1,,2020,8576,8575.43,4528900.18,2389.6,573.8,10202.265,0.4781,4472569.77,0.105,1987.846,0.0918,1476.3108,428.066683926305,280.9935,73.3178693087076,42644611.1,0.901006862047617,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,29011083.3366,89980129.421,118991212.7576,,51450,14940,47000,80750,185,2400,,5826,-32.4018898,-72902.887251,-6.97748694799877,-1.19508126973193,22697880,1466676.1095623,24164556.1095623,94.30%,-1.63%,-1.63%,-1.63%,-1.63%,454480494.31,430315938.20,137258.555207765,3327230.0009624,11018.2309868587,-579782.089909354,-20072771.4765393,,10192.0763066245,1797.31743387749,2444652.99530696,299.02688232515,-20.0411280913223,154327.68%,161517964.42,37016576.87,88128122.22,167671450.76,1408601035.08871,1240929584.33,0.999001330256026,0.904153256277141,0.546588006676743,0.698552103103239,-0.273345751592131,64379.57,-19862.02,20089.61,-493441.64,-8357587.81,,10202.265,1987.846,4472569.77,428.066683926305,73.3178693087076,7709.48%,138642.86%,294087795.45,63200169.24,238296751.926304,1803526499.17088,1565229747.24458,1,1,1,1,1,57392.7600217889,-53486.8676880925,131.720394721466,-509681.379033292,-3247786.53942256
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Labadie,2103,2,,2020,8579,8574.25,4567379.55,2389.6,573.8,10214.596,0.4774,4475583.2,0.105,1961.669,0.092,1476.3108,388.477359252311,280.9935,73.9408076179245,42673368.7,0.908662181228723,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,29083039.7585,90040807.957,119123847.7155,,51450,14940,47000,80750,185,2400,,5607,-31.9752047,-72952.00616,-6.33218095581267,-1.20523516417217,22362800,1467665.1696991,23830465.1696991,95.78%,-1.63%,-1.63%,-1.63%,-1.63%,436845789.95,413015324.78,142856.815022347,3327726.61625215,11023.0337609444,-879954.209098462,-19625221.645157,,10204.3207393594,1769.52162602128,2430436.42314281,258.341183239447,-20.2114056316507,155638.91%,162890286.46,37331084.70,88876894.44,169974417.88,1403201706.97498,1233227289.10,0.99899406098483,0.902049033767307,0.543043512886278,0.665009625623144,-0.27334575159213,64174.21,-22457.60,20228.68,-587269.83,-8401046.57,,10214.596,1961.669,4475583.2,388.477359252311,73.9408076179245,7774.98%,139820.83%,296586484.45,63737143.47,241199780.207425,1801482617.73314,1560282837.52572,1,1,1,1,1,57136.7528184742,-56566.4112026162,131.107631245147,-573885.038633021,-3259665.8061213
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,New Madrid Power Plant,2167,2,,2020,7525,7509.15,3138082.29,1200,600,5854.3,0.4189,2954880.61,0.1049,7285.673,0.5238,393.9871,5.509740747689,199.0236,125.082792382076,28174023.6,0.597047619863014,Coal,Diesel Oil,Cyclone boiler,,Selective Catalytic Reduction|Overfire Air,Electrostatic Precipitator,,27348213.8823,59447189.796,86795403.6783,,51450,14940,47000,80750,185,2400,,2259,-118.7564699,-48164.553943,-0.0898087741873307,-2.03884951582784,11731007,968989.1936748,12699996.1936748,94.06%,-1.63%,-1.63%,-1.63%,-1.63%,165610451.23,152910455.04,203645.298276372,3966064.62513522,11086.0139447825,-138528094.733626,-6081761.99160196,,5847.24023781288,7153.65544710085,1549733.78332427,-83.9021473521933,60.3941914614901,106933.90%,111916059.87,25648846.23,61064119.01,111833621.43,1229998129.38536,1118164507.95,0.998794089440732,0.981879841038824,0.524465786563292,-15.2279664678207,0.482833732053334,61721.61,51982.12,21065.56,-1329818.93,-1846757.45,,5854.3,7285.673,2954880.61,5.509740747689,125.082792382076,5341.91%,96065.86%,203773911.08,43791499.91,160770007.313979,1503642624.83686,1342872617.52288,1,1,1,1,1,53288.1331134416,44323.4033638376,130.591707912023,-29132232.6855691,-1282908.74832801
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,New Madrid Power Plant,2167,1,,2020,7714,7702.06,3384849.89,1200,600,6178.431,0.3969,3242193,0.1049,10941.069,0.7004,393.9871,188.917063289085,199.0236,95.4319419017056,30913567.7,0.643997315449011,Coal,Diesel Oil,Cyclone boiler,,Selective Catalytic Reduction|Overfire Air,Electrostatic Precipitator,,27809669.2943,65227627.847,93037297.1413,,51450,14940,47000,80750,185,2400,,3485,-178.3394247,-52847.7459,-3.07934813161209,-1.5555406529978,15060421,1063210.3339061,16123631.3339061,94.51%,-1.63%,-1.63%,-1.63%,-1.63%,259648499.94,243524868.61,138532.187063442,3982596.33713001,11044.597337615,-2352617.84302591,-10218051.6097155,,6170.81608329159,10798.6700575526,1726550.43802397,92.4741431770127,25.6564601025017,115342.80%,120716739.69,27665780.03,65865983.56,121211206.14,1539036795.11471,1417825588.98,0.998767499918926,0.986984915052871,0.532525496793056,0.489495980760122,0.268845625387438,61206.99,56040.82,20669.83,-1214740.69,-4715466.16,,6178.431,10941.069,3242193,188.917063289085,95.4319419017056,5761.98%,103620.14%,219797964.74,47235107.29,173995774.883405,1834199717.79515,1660203942.91175,1,1,1,1,1,52588.1940522756,50487.0041516597,131.333924327329,-874016.724768545,-1820844.62246215
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Rush Island,6155,1,,2020,7209,7197.61,3674264.67,1242,621,7798.018,0.4648,3500760.65,0.105,1370.965,0.0814,212.7785,102.312533473442,129.6723,62.3517015785347,33378706,0.675421265965191,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,29102674.9329,70429069.66,99531744.5929,,51450,14940,47000,80750,185,2400,,7142,-22.3467295,-57062.398595,-1.6676942956171,-1.01633273573012,24884960,1147993.835458,26032953.835458,93.81%,-1.63%,-1.63%,-1.63%,-1.63%,564595536.06,538562582.22,84522.1226077488,2908050.25919081,10893.4741917598,-12726711.8547962,-25467358.1217231,,7789.75198515858,1216.39052246544,1855526.12002301,-2.37654449314975,-13.3897924134021,125204.96%,131038381.65,30031286.89,71497721.97,133035645.92,1052907138.69932,919871492.78,0.99893998515502,0.887251332065691,0.530035128229349,-0.0232282831092893,-0.214746223028686,63757.40,-34542.59,20480.67,-53955209.85,-9924425.84,,7798.018,1370.965,3500760.65,102.312533473442,62.3517015785347,6254.65%,112479.97%,238591347.51,51273850.11,190333453.022095,1373307373.25704,1182973920.23495,1,1,1,1,1,56342.0731367772,-72441.7375148855,130.630829396436,-1813314.14295396,-3050178.32911523
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Labadie,2103,4,,2020,7837,7830.09,3967072.11,2389.6,621,9204.505,0.4835,3981121.51,0.105,1734.138,0.0908,1476.3108,337.41835562063,280.9935,64.2224961776921,37958820.6,0.729246558798226,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,29650224.8457,80093111.466,109743336.3117,,51450,14940,47000,80750,185,2400,,7366,-28.2664494,-64892.280613,-5.49991919661627,-1.04682668769638,23645828,1305517.7168958,24951345.7168958,94.46%,-1.63%,-1.63%,-1.63%,-1.63%,580661809.92,555710464.21,97517.3001674049,3190286.64785554,10965.1891860086,-1653239.38001131,-23687981.9912095,,9195.58025453841,1567.24525986836,2204775.87230791,224.386454349652,-17.5549464868139,135182.72%,141481018.89,32424523.37,77195478.34,141357684.29,1264980086.21647,1123622401.92,0.999030393762447,0.903760404228706,0.553807731507273,0.665009625623144,-0.273345751592129,65456.02,-16735.26,19735.52,-559298.56,-8043519.27,,9204.505,1734.138,3981121.51,337.41835562063,64.2224961776921,6753.09%,121443.66%,257605035.40,55359937.02,203221636.110409,1610913476.625,1407691840.51459,1,1,1,1,1,58671.5029911539,-50798.8489326738,133.953671572208,-555283.879122739,-3161937.237035
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Rush Island,6155,2,,2020,7775,7767.15,4189982.75,1242,621,9523.389,0.4961,4017507.59,0.105,1641.388,0.0855,212.7785,-124.63985562063,129.6723,65.4498038223079,38305740,0.770223080684417,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,30067067.7425,80825111.4,110892179.1425,,51450,14940,47000,80750,185,2400,,9024,-26.7546244,-65485.373717,2.03162964661627,-1.06683180230362,24422072,1317449.31582,25739521.31582,94.76%,-1.63%,-1.63%,-1.63%,-1.63%,714889892.55,689150371.23,82366.371945277,3110947.35473767,10956.6356899009,-15552831.9753633,-23979826.746265,,9513.96277116037,1465.11752069888,2141348.70667494,-244.023043874574,-20.9227310352433,142778.67%,149430867.95,34246464.35,81533108.97,154318262.13,1250151859.08867,1095833596.96,0.99901020226732,0.892608889975362,0.533004271604858,1.95782514878158,-0.319675993102244,64609.82,-30950.77,20484.31,-656398.40,-7368119.50,,9523.389,1641.388,4017507.59,-124.63985562063,65.4498038223079,7132.55%,128267.61%,272079918.07,58470623.86,219658362.779175,1615523321.535,1395864958.75583,1,1,1,1,1,57684.8534666414,-67434.7646377182,130.324717412874,-1809344.48993391,-3353734.777356
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Labadie,2103,3,,2020,8306,8300.27,4293828.95,2389.6,621,9770.531,0.4806,4252815.2,0.105,1965.705,0.0962,1476.3108,365.210579352251,280.9935,69.5123268956758,40549368.5,0.7893125960485,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,30261260.1365,85559167.535,115820427.6715,,51450,14940,47000,80750,185,2400,,1330,-32.0409915,-69320.88776,-5.95293244344169,-1.13305092839952,12093645,1394614.4308205,13488259.4308205,88.20%,-1.63%,-1.63%,-1.63%,-1.63%,92163427.19,78675167.76,583069.26227006,3652037.28227884,11155.1161209361,617617.92757884,-11757132.4574862,,9760.87114775337,1785.06576298798,2330156.84823928,242.868550648652,-19.0008992402164,146317.35%,153134422.05,35095242.35,83553857.99,155963094.72,1349149097.83243,1193186003.11,0.999011327813542,0.90810460521186,0.547909264488915,0.665009625623144,-0.273345751592131,64851.52,-14262.75,20292.49,-571495.14,-8199415.36,,9770.531,1965.705,4252815.2,365.210579352251,69.5123268956758,7309.32%,131446.64%,278823255.04,59919783.07,222922610.433245,1723576072.01411,1500653461.58087,1,1,1,1,1,57934.1867721166,-47015.9334606388,132.582342530838,-563394.723035208,-3204550.77245519
MO,0.14%,4.65%,33.50%,19.60%,36.20%,13- SRGW,1.06,1.04,1.05,Thomas Hill Energy Center,2168,MB3,,2020,6219,6190.34,4110426.08,1135,670,7613.049,0.3972,3971329.27,0.1048,3869.239,0.201,400.9054088,130.844921044883,161.1007,52.5790071899259,37868691,0.700338390240578,Coal,Diesel Oil,Dry bottom wall-fired boiler,,Overfire Air|Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction,Electrostatic Precipitator,,31672496.7696,79902938.01,111575434.7796,,51450,14940,47000,80750,185,2400,,4006,-63.0685957,-64732.667101,-2.13277221303159,-0.857037817195792,14208107,1302417.889563,15510524.889563,93.92%,-1.63%,-1.63%,-1.63%,-1.63%,307219535.33,291709010.44,149586.415841347,3827075.10198197,11110.0843247864,-4389035.80197519,-17950590.9350002,,7603.80175026885,3696.31543002744,2130793.67251024,13.728503199831,-32.1535420966285,140067.68%,146593571.72,33596214.73,79985011.27,148599362.95,1254170273.29749,1105570910.35,0.998785342149886,0.955308118735348,0.536544196575833,0.104921941869809,-0.611528132900712,61305.43,29293.88,20637.01,-10376196.85,-4617630.40,,7613.049,3869.239,3971329.27,130.844921044883,52.5790071899259,6997.12%,125832.15%,266913841.37,57360421.64,212698828.228521,1612604299.81637,1399905471.58785,1,1,1,1,1,52811.2821185676,11418.252783423,131.441401916663,-1578579.55272532,-4042918.45685504
MS,0.65%,0.00%,66.50%,22.70%,14.70%,14- SRSE,0.93,0.96,0.89,Daniel Electric Generating Plant,6073,2,"CS1BYP, MS2FGD",2020,6387,6373.77,1539901.42,1000,500,94.141,0.0078,1851144.47,0.103,1614.085,0.175,,35.5664698,,30.667615,18042375.6,0.351575666666667,Coal,Residual Oil,Tangentially-fired,,,Electrostatic Precipitator,,20779615.6554,38069412.516,58849028.1714,,49250,1530,81400,0,185,2400,,67,-26.3095855,-30173.654861,-0.57973345774,-0.4998821245,18628125.9537741,620531.4240108,19248657.3777849,71.17%,-1.63%,-1.63%,-1.63%,-1.63%,-6966516.92,-26215174.30,-287293.393698282,2383715.96246604,10711.7639895183,-28208733.7167267,-38359153.4123459,,90.6766747171824,1549.30211721131,1161619.02300911,-8.3092099068855,-1.0759975664581,26434.26%,24272876.63,8192321.39,26290071.71,-93758.45,292894128.688096,292987887.13,0.963200674702652,0.959864020303336,0.627513974103334,-0.23362481442804,-0.0350857921771256,1033.99,52963.84,17070.24,359705.57,155540.06,,94.141,1614.085,1851144.47,35.5664698,30.667615,77439.57%,0.00%,177019435.68,17574911.35,135745318.867275,427393676.16772,291648357.300445,1,1,1,1,1,-1441936.2325371,-33320.4772780089,111.669516578965,-3735265.51756776,-4423940.90936889
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,Gerald Whelan Energy Center,60,1,,2020,7798,7793.16,372205.56,297,77,1640.619,0.7827,438571.818,0.105,324.515,0.1469,,20.3436756,,13.110406,4181644.53,0.551808041273795,Coal,,Tangentially-fired,,Overfire Air,Electrostatic Precipitator,,4278834.3972,8823269.9583,13102104.3555,,19365,10030,23500,49550,185,2400,,1554,-5.2895945,-7148.7206334,-0.33160191228,-0.2136996178,7691516.23432821,143819.30032029,7835335.5346485,94.72%,-1.63%,-1.63%,-1.63%,-1.63%,75514393.53,67679057.99,47269.8429313716,322100.851086317,10253.6460094523,-22187022.7088321,-36517943.460021,,1639.78164696222,308.85649819358,271908.418773122,9.738599376561,5.4377401148542,25291.20%,24222130.22,4223316.98,6627816.76,21971159.62,140874982.506031,118903822.89,0.999489611519932,0.9517479875925,0.619986072094404,0.478704024191233,0.414765196047643,36176.47,-40251.84,16457.71,-2206999.43,-4034708.20,,1640.619,324.515,438571.818,20.3436756,13.110406,106.88%,9427.18%,18665216.08,4142930.67,9706042.40008886,172477117.556,162771075.155911,1,1,1,1,1,43633.9144249281,-514.379844040676,162.86897834806,-453603.675409023,-737931.184258433
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,Sheldon,2277,1,,2020,4402,4391.14,356041.03,228.7,108.8,915.422,0.4989,376710.689,0.105,957.391,0.5347,1.7361539,1.09894796849254,18.725528,11.852855299608,3591830.7,0.373565746289954,Coal,Pipeline Natural Gas,Cyclone boiler,,Overfire Air,Baghouse,,5728260.7261,7578762.777,13307023.5031,,19365,10030,23500,49550,185,2400,,851,-15.6054733,-6140.3842307,-0.0179128518864284,-0.19320154138361,8289331,123533.8332651,8412864.8332651,92.96%,-1.63%,-1.63%,-1.63%,-1.63%,40571471.39,32158606.56,43415.1530748941,1264277.16945534,9979.60556366506,-468213526.756168,-43397262.3639602,,914.62101240045,942.412531888415,217285.321135966,-9.04555997980821,4.51340592493135,24192.83%,23170186.37,4039902.38,6339977.05,20243042.30,113017733.46415,92774691.17,0.999125007264901,0.984354910259669,0.576796272260716,-8.2311085139147,0.380786385292379,27460.68,8382.17,17208.62,-2235043.17,-4478789.58,,915.422,957.391,376710.689,1.09894796849254,11.852855299608,102.24%,9017.77%,17854603.67,3963007.17,8510587.34411851,143247418.139979,134736830.79586,1,1,1,1,1,40253.0993966515,20505.6461789191,162.408160711579,-7720804.17828857,-715620.015346005
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,Sheldon,2277,2,,2020,2530,2515.07,206444.22,228.7,119.9,544.306,0.4749,230162.989,0.105,373.321,0.3272,1.7361539,0.637205931507463,18.725528,6.87267270039198,2194527.87,0.196552892250391,Coal,Pipeline Natural Gas,Cyclone boiler,,Overfire Air,Baghouse,,5964997.6914,4630453.8057,10595451.4971,,19365,10030,23500,49550,185,2400,,495,-6.0851323,-3751.6567207,-0.0103864566835716,-0.112024565016389,8544954,75476.39703291,8620430.39703291,90.94%,-1.63%,-1.63%,-1.63%,-1.63%,23653808.10,15033377.70,37070.5695009436,386736.110563626,9051.92694752486,-828526640.009374,-76804011.5245547,,543.841561223888,364.63599488671,137722.952757819,-5.24491116794804,2.61702019487988,14027.79%,13434830.96,2342467.37,3676125.80,8857972.64,63027596.1245559,54169623.49,0.999146732212924,0.976735824897903,0.598371412172697,-8.23110851391472,0.38078638529238,33304.53,5802.49,15063.29,-1686014.88,-3378452.42,,544.306,373.321,230162.989,0.637205931507463,6.87267270039198,59.28%,5228.80%,10352682.47,2297881.02,2055111.98884873,80555754.8138714,78500642.8250227,1,1,1,1,1,45774.3444150005,23890.0538843282,176.071057958633,-3201692.81009653,-296626.605578281
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,North Omaha Station,2291,4,,2020,7931,7920.56,728748.79,353.6,136,2169.153,0.5343,838720.411,0.1041,1269.901,0.3122,175.0643,66.2294138839547,34.09,12.8967511897287,8008255.61,0.611694861334945,Coal,Natural Gas,Tangentially-fired,,,Electrostatic Precipitator,,7690840.2373,16897419.3371,24588259.5744,,19365,10030,23500,49550,185,2400,,2033,-20.6993863,-13671.1426993,-1.07953944630846,-0.210217044392578,10075304.0278617,275427.93519473,10350731.9630564,93.72%,-1.63%,-1.63%,-1.63%,-1.63%,97571656.44,87220924.48,47777.0778096132,1303324.04743534,10592.5705888037,-8146382.02138529,-49091070.5648062,,2167.51352956038,1239.2429027791,512406.772579677,45.4655207661599,-2.12571644851475,49518.16%,47424998.41,8268917.70,12976736.42,44082392.95,239686431.462677,195604038.51,0.999244188658144,0.975857884023322,0.610938717908079,0.686485325777204,-0.16482573147629,29249.71,-5449.82,17252.16,-935346.19,-20723102.92,,2169.153,1269.901,838720.411,66.2294138839547,12.8967511897287,209.26%,18457.67%,36545003.88,8111527.72,20068272.0214147,301560890.509128,281492618.487713,1,1,1,1,1,40298.3372443462,13591.9791177307,161.072751112033,-279511.469444343,-1553671.89176431
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,North Omaha Station,2291,5,,2020,8266,8254.98,1197553.88,353.6,217.6,3277.385,0.5432,1249092.46,0.1042,1898.57,0.3219,175.0643,108.834886116045,34.09,21.1932488102713,11919443,0.628249374664249,Coal,Natural Gas,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,12364353.7556,25150024.73,37514378.4856,,19365,10030,23500,49550,185,2400,,3074,-30.946691,-20360.207098,-1.77400864369153,-0.345449955607422,12698118,409945.403099,13108063.403099,93.79%,-1.63%,-1.63%,-1.63%,-1.63%,147597865.42,134489802.02,48564.2040816204,1379805.08956195,10705.8852912313,-5947233.46861352,-37797658.9488779,,3274.69085599173,1848.18950704534,712860.813169855,74.713552251298,-3.4931927375121,81373.25%,77933564.53,13588323.72,21324688.65,75332198.42,350215097.725747,274882899.30,0.999177959254628,0.973463979229283,0.570702999175782,0.686485325777204,-0.164825731476296,26586.40,-10563.71,18653.44,-974047.90,-21550867.73,,3277.385,1898.57,1249092.46,108.834886116045,21.1932488102713,343.89%,30331.51%,60054454.69,13329684.55,35869760.7592971,451893480.620872,416023719.861575,1,1,1,1,1,38605.3716578012,10501.9590484959,156.283342180052,-306079.623219811,-1690108.83054385
NE,0.15%,24.80%,16.80%,23.90%,44.80%,4- MROW,0.97,1.03,0.95,Gerald Gentleman Station,6077,2,,2020,6554,6549.5,3133997.5,1362.6,681.3,7988.794,0.5138,3167318.3,0.105,2390.924,0.1539,121.7681433,88.1026272581907,122.8767876,88.9047621423877,30199452.2,0.525117087464403,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology w/ Overfire Air,Baghouse,,30251115.325,63720844.142,93971959.467,,19365,10030,23500,49550,185,2400,,9474,-38.9720612,-51627.28829,-1.43607282430851,-1.44914762292092,25833926.6501194,1038649.7595146,26872576.409634,93.00%,-1.63%,-1.63%,-1.63%,-1.63%,458702842.26,431830265.85,38945.7638051896,1113839.84407697,10829.1821555667,-17270826.5550594,-18396472.9050569,,7981.74342738897,2259.07829217375,1764000.52979115,-1.1928748604968,24.3003653075252,212953.73%,203952073.05,35560631.79,55806692.33,201347437.70,788271379.55445,586923941.86,0.999117442180756,0.944855751238329,0.556938192726367,-0.013539605998366,0.273330299996825,24367.77,-58017.57,19329.99,-167056103.33,-8276997.64,,7988.794,2390.924,3167318.3,88.1026272581907,88.9047621423877,899.95%,79377.54%,157162457.58,34883773.31,98074271.4158726,1054363622.34971,956289350.933837,1,1,1,1,1,37273.5197933665,-11624.4014598007,154.035549279694,-1089682.1430076,-1100738.56145073
