State,solar%,wind%,CF_NG,CF_solar,CF_wind,EMM Region,Cost_aj_NG,Cost_aj_wind,Cost_aj_solar,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Operating Time Count,Sum of the Operating Time,Gross_Load_MWh,Total capacity,capacity,SO2(short tons),SO2 Rate (lbs/mmBtu),CO2 (short tons),CO2 Rate (short tons/mmBtu),NOx (short tons),NOx Rate (lbs/mmBtu),total PM2.5,PM2.5,total VOC,VOC,Heat Input (mmBtu),CF (%),Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,,O&M ,Fuel costs,Total Costs,,BPT_NOx_O3,BPT_NOx_PM2.5,BPT_PM2.5,BPT_SO2_PM2.5,SCC_CO2,BPT_VOC,,AC SO2 red,AC NOx red,AC CO2 red,AC PM2.5 red,AC VOC red,AC_Control_Cost,AC_Fuel_Costs,AC_TotalCosts,%SO2,%NOX,%CO2,%PM2.5,%VOC,AC_Benefits,AC_NetBenefits,AC_SO2_BPT,AC_NOx_BPT,CO2_BPT,AC_PM2.5_BPT,AC_VOC_BPT,,GT SO2 red,GT NOx red,GT CO2 red,GT PM2.5 red,GT VOC red,Capacity_replaced,GT CAPEX,GT O&M ,Fuel costs,GT_TotalCosts,GT_Benefits,GT_NetBenefits,%SO2,%NOX,%CO2,%PM2.5,%VOC,GT_SO2_BPT,GT_NOx_BPT,GT_CO2_BPT,GT_PM2.5_BPT,GT_VOC_BPT,,RT SO2 red,RT Nox red,RT CO2 red,RT PM2.5 red,RT VOC red,Capacity_replaced_solar,Capacity_replaced_wind,CAPEX,O&M ,RT_TotalCosts,RT_Benefits,RT_NetBenefits,Net benefits,%NOX,%CO2,%PM2.5,%VOC,RT_SO2_BPT,RT_NOx_BPT,RT_CO2_BPT,RT_PM2.5_BPT,RT_VOC_BPT
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,Joppa Steam,887,2,CS1,2020,7110,7079.92,737413.51,1100.4,183.4,1269.257,0.3451,694824.522,0.0965,420.34,0.1164,,45.693252,,14.29156,7164003.84,0.45899468063917,Coal,Pipeline Natural Gas,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,,9912565.2637,15116048.1024,25028613.3661,,53500,16350,147800,90250,185,2400,,221,-6.851542,-11325.6397086,-0.7448000076,-0.232952428,26453472.0283539,246391.58406912,26699863.612423,99.54%,-1.63%,-1.63%,-1.63%,-1.63%,17260785.92,-9439077.69,397513.939536548,388362.997348188,8992.2225656043,-26780881.7981851,-114467851.214768,,1267.59803648883,389.317382341055,364631.060590065,24.6824791309872,-0.90952265288305,20531.62%,21488204.29,5453701.23,14349370.79,16262662.94,212697175.719995,196434512.78,0.998692964851744,0.926196370416936,0.524781508200807,0.540177773536171,-0.0636405439912123,77538.60,33643.72,17090.57,-385261.15,-17842725.68,,1269.257,420.34,694824.522,45.693252,14.29156,197.92%,21919.46%,43741964.54,9718596.75,28431947.9234583,279241492.2096,250809544.286142,1,1,1,1,1,67849.5342759912,2209.64237650878,144.080390770293,-474435.159000246,-1987022.28304386
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,Joppa Steam,887,5,CS3,2020,6339,6301.22,748940.7,1100.4,183.4,1585.604,0.4173,800626.727,0.105,431.217,0.1171,,57.081744,,14.661378,7633771.69,0.466169649392749,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,,9934121.109,16107258.2659,26041379.3749,,53500,16350,147800,90250,185,2400,,214,-7.0288371,-13050.2156501,-0.9304324272,-0.2389804614,26307278.3722792,262548.30973417,26569826.6820134,96.49%,-1.63%,-1.63%,-1.63%,-1.63%,16270154.37,-10299672.31,544537.076252274,505159.063650316,9313.72485113342,-19488943.4081553,-111032672.794117,,1583.91910370168,399.70943922135,465271.707366878,35.7425323817325,-0.7773267815385,20852.56%,21824106.21,5538953.05,14573679.02,15895358.91,262224550.003305,246329191.09,0.998937378880023,0.926933398315349,0.581134368459421,0.626163986540644,-0.0530186713376123,80310.54,35588.72,15992.64,-208677.92,-20403480.22,,1585.604,431.217,800626.727,57.081744,14.661378,201.01%,22262.10%,44425735.49,9870517.09,28254873.2047343,329809082.0154,301554208.810666,1,1,1,1,1,72430.3721454195,4326.43946149085,149.70905572862,-347189.662627237,-1924763.54525027
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,Joppa Steam,887,1,CS1,2020,7841,7812.44,853499.82,1100.4,183.4,1410.07,0.3247,796290.312,0.0941,475.182,0.112,,50.76252,,16.156188,8370157.24,0.531251288448036,Coal,Pipeline Natural Gas,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,,10129646.6634,17661031.7764,27790678.4398,,53500,16350,147800,90250,185,2400,,186,-7.7454666,-12979.5320856,-0.827429076,-0.2633458644,14904851,287874.81795532,15192725.8179553,86.45%,-1.63%,-1.63%,-1.63%,-1.63%,13721339.67,-1471386.14,602505.869258305,2323776.96678012,10179.179112984,-9293878.57522582,-57543910.9373585,,1408.14987643436,439.27568932251,414116.597989043,26.4441550411545,-1.4379042319701,23763.78%,24870955.37,6312242.66,16608300.79,20000820.38,238285499.020277,218284678.64,0.998638277840363,0.924436719662172,0.520057310441123,0.520938579116137,-0.0890002166334101,76169.45,30028.16,19524.89,-472623.15,-13882736.48,,1410.07,475.182,796290.312,50.76252,16.156188,229.07%,25370.10%,50627983.29,11248533.50,34085838.3570471,315305463.2272,281219624.870153,1,1,1,1,1,66076.8466409135,-1882.17494990782,142.194206882367,-523676.482196847,-2107369.85146788
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,Joppa Steam,887,4,CS2,2020,6791,6768.03,904920.98,1100.4,183.4,1520.135,0.3294,863981.228,0.0963,479.196,0.1088,,54.72486,,16.292664,8867666.17,0.563257806625735,Coal,Pipeline Natural Gas,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,,10225804.2326,18710775.6187,28936579.8513,,53500,16350,147800,90250,185,2400,,204,-7.8108948,-14082.8940164,-0.892015218,-0.2655704232,20100919,304985.64258481,20405904.6425848,88.44%,-1.63%,-1.63%,-1.63%,-1.63%,15127596.39,-5278308.26,572481.760330467,1672783.50201506,9900.70807712134,-13808699.7688248,-76690777.5480956,,1518.09919394823,441.12642683189,458782.534679789,28.9413763543255,-2.3614268523739,25195.48%,26369366.20,6692538.98,17608908.03,21734233.35,256967770.08452,235233536.73,0.998660772857825,0.920555319393088,0.531009841199685,0.528852451231954,-0.144938044040797,76054.29,26608.26,18597.68,-471501.39,-9187297.48,,1520.135,479.196,863981.228,54.72486,16.292664,242.87%,26898.58%,53678188.54,11926228.60,36667837.287053,338627988.2316,301960150.944547,1,1,1,1,1,66128.56520174,-6669.49784024282,142.559451410844,-522239.855507223,-2248173.46588949
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,E D Edwards,856,2,,2020,7733,7719.78,1440229.66,644.3,280.5,2958.964,0.4142,1518248.37,0.105,1499.539,0.2098,,79.0043388,,35.2391665,14476089.9,0.586131117785429,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,15744894.4642,30544549.689,46289444.1532,,53500,16350,147800,90250,185,2400,,1291,-24.4424857,-24747.448431,-1.28777072244,-0.57439841395,10908685,497876.1599307,11406561.1599307,91.56%,-1.63%,-1.63%,-1.63%,-1.63%,110035453.35,98628892.19,198016.994453965,3818606.63173342,10888.7745757465,209882.17079294,-19711034.8590138,,2955.72390686196,1438.94925831863,873353.192176836,37.9685592067085,5.5501930761287,40099.95%,41968242.71,10651530.19,28025509.61,34355838.35,534460102.354697,500104264.01,0.998904990686592,0.959594420897776,0.575237365265102,0.480588278864356,0.157500691060008,78725.44,48915.53,18889.85,-597309.92,-6174787.77,,2958.964,1499.539,1518248.37,79.0043388,35.2391665,386.54%,42810.52%,85431679.60,18981224.37,58123459.8217619,664426663.87424,606303204.052478,1,1,1,1,1,70606.8208934742,31089.1142732787,146.71676454903,-587899.59200471,-1646999.39262644
IL,0.05%,9.36%,41.00%,22.60%,38.20%,11- RFCW,1.04,1.02,1.00,Waukegan,883,8,,2020,1742,1729.75,343157.5,687.4,361,215.162,0.1027,404859.225,0.106,232.6,0.1184,114.591305,218.19962065651,1.0701,0.561981524585394,3806435.03,0.108513104137416,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,17439034.525,8031577.9133,25470612.4383,,53500,16350,147800,90250,185,2400,,1175,-3.79138,-6599.2053675,-3.55665381670111,-0.00916029885074192,10759932,130914.71998679,10890846.7199868,92.57%,-1.63%,-1.63%,-1.63%,-1.63%,104032373.70,93141526.98,7257.46704681974,1412747.67499254,9699.36626313262,6005379.86372159,-1188771037.0329,,214.389996553676,218.16353555375,251202.74705755,208.422197008822,-6.51188605407711,9554.45%,9810926.08,2490010.75,6551530.05,-6618145.57,111849100.54442,118467246.11,0.996411989820117,0.93793437469368,0.620469366994293,0.955190464500946,-11.5873667891152,121444.64,104807.87,15658.65,186487.09,1016524.90,,215.162,232.6,404859.225,218.19962065651,0.561981524585394,92.10%,10200.28%,19956947.08,4434904.29,-1078761.06488543,142815689.813691,143894450.878576,1,1,1,1,1,95263.7155486816,74487.8377682091,187.664533739809,152743.918149994,1921966.77878564
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,E D Edwards,856,3,,2020,7409,7384.12,1897455.62,644.3,363.8,3573.162,0.3848,1914229.01,0.105,969.194,0.1071,,95.4034254,,22.776059,18251625.6,0.595394510255773,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only)|Selective Catalytic Reduction|Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,20475856.0094,38510930.016,58986786.0254,,53500,16350,147800,90250,185,2400,,1046,-15.7978622,-31201.932863,-1.55507583402,-0.3712497617,10790693,627728.1592608,11418421.1592608,91.68%,-1.63%,-1.63%,-1.63%,-1.63%,87294930.54,75876509.38,297379.970689043,3562493.39488094,10983.7408853968,1724806.63397969,-30609470.4697579,,3568.89328293018,889.36899079441,1064600.63929177,41.3401237107595,-16.3381955107391,52830.37%,55291791.44,14033043.74,36922695.17,47260744.32,587237019.67564,539976275.35,0.998805339061084,0.917637738981473,0.556151136426341,0.433319071484403,-0.717340761662898,77115.54,22979.73,19705.17,-802129.14,-2889308.17,,3573.162,969.194,1914229.01,95.4034254,22.776059,509.26%,56401.46%,112553452.48,25007144.25,78573810.6976339,758463727.06572,679889916.368086,1,1,1,1,1,68260.0060681173,-11221.292948196,143.952763599777,-675795.278347667,-3447442.25311472
IL,0.05%,9.36%,41.00%,22.60%,38.20%,11- RFCW,1.04,1.02,1.00,Will County,884,4,,2020,1354,1348.75,372554.75,598.4,598.4,230.673,0.1052,431771.475,0.1057,206.934,0.1052,28.464529,28.464529,0.382467,0.382467,4087933.48,0.0710713252844724,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Selective Non-catalytic Reduction,Electrostatic Precipitator,,22119397.3825,8625539.6428,30744937.0253,,53500,16350,147800,90250,185,2400,,1388,-3.3730242,-7037.8750425,-0.4639718227,-0.0062342121,10959574,140596.29617764,11100170.2961776,91.31%,-1.63%,-1.63%,-1.63%,-1.63%,123660797.38,112560627.08,7001.4898802755,994410.180579908,9772.48845191079,-14856748.9936444,-1780377728.14589,,229.834861387426,191.260807944875,264951.718107815,17.8495034717562,-7.29739710701125,10372.95%,10651398.01,2703322.33,7112779.52,-10277437.17,85738874.3851792,96016311.55,0.99636655086389,0.924259947349759,0.613638772936112,0.62707882753852,-19.0798084723944,135295.73,129309.17,15964.26,811478.85,1408496.06,,230.673,206.934,431771.475,28.464529,0.382467,99.99%,11074.11%,21666597.50,4814828.93,-4263510.59440578,119358276.332,123621786.926406,1,1,1,1,1,108732.919953379,90453.238686759,194.874461008351,297583.282709711,11149794.6625612
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,Newton,6017,1,,2020,6439,6427.39,2859819.79,617.4,617.4,4632.306,0.3039,3019906.63,0.105,1879.548,0.134,,166.763016,,88.338756,28793934.1,0.528771374063868,Coal,,Tangentially-fired,,Low NOx Burner Technology w/ Closed-coupled/Separated OFA|Other,Electrostatic Precipitator,,27450783.0073,60755200.951,88205983.9583,,53500,16350,147800,90250,185,2400,,1513,-30.6366324,-49224.478069,-2.7182371608,-1.4399217228,11060060,990309.7755013,12050369.7755013,95.42%,-1.63%,-1.63%,-1.63%,-1.63%,124896541.52,112846171.74,268351.121430601,3891944.01224394,11104.8888321022,4634328.51664468,-8221527.9995089,,4625.87224659597,1759.2368113446,1739358.08747502,85.2795291379302,29.3862735588516,79625.23%,83335050.22,21150416.26,55649393.44,71928875.97,874823749.173713,802894873.20,0.998611112175225,0.935989297078127,0.575964193791985,0.511381547200671,0.332654373793215,74826.26,33740.51,19239.17,-554427.34,-2440488.51,,4632.306,1879.548,3019906.63,166.763016,88.338756,767.55%,85007.54%,169639061.61,37690434.10,119123511.754881,1132894357.6292,1013770845.87432,1,1,1,1,1,64534.1876691909,6471.19203399913,145.55390899457,-566528.120300253,-1346085.27587236
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,Powerton,879,51,CS0506,2020,1469,1453.5,364884.25,3571.2,892.8,222.012,0.1109,451384.317,0.1059,216.849,0.3039,,17.7165576,,3.1876803,4243852.5,0.0466548534905321,Coal,,Cyclone boiler,,Overfire Air|Selective Non-catalytic Reduction,Electrostatic Precipitator,,32644573.5475,8954528.775,41599102.3225,,53500,16350,147800,90250,185,2400,,1241,-3.5346387,-7357.5643671,-0.28877988888,-0.05195918889,10879807,145958.8190325,11025765.8190325,94.24%,-1.63%,-1.63%,-1.63%,-1.63%,110349399.71,99323633.89,7260.93245847502,1165928.73579059,9851.13132683823,-29113033.5923291,-212053259.90824,,221.191117756397,201.498502044625,287999.198762245,7.32008398476875,-4.33406369813375,10159.38%,10632714.48,2698580.45,7100303.05,-21167504.34,88388527.1764205,109556031.51,0.996302532099152,0.92921111946389,0.638035456518187,0.413177556839188,-1.35962935120368,186282.74,180221.72,15513.29,3249417.85,4885750.70,,222.012,216.849,451384.317,17.7165576,3.1876803,97.93%,10846.11%,21644238.56,4808920.42,-15145943.3469891,121315741.941,136461685.287989,1,1,1,1,1,158471.282394596,139695.576170465,218.55442973219,1002703.28815284,4753799.73948739
IL,0.05%,9.36%,41.00%,22.60%,38.20%,13- SRGW,1.06,1.04,1.05,Powerton,879,52,CS0506,2020,1424,1408.75,366448.5,3571.2,892.8,221.778,0.1066,448448.059,0.106,207.876,0.1613,,17.6978844,,3.0557772,4216247.28,0.046854861724849,Coal,,Cyclone boiler,,Overfire Air|Selective Non-catalytic Reduction,Electrostatic Precipitator,,32647498.695,8896281.7608,41543780.4558,,53500,16350,147800,90250,185,2400,,4157,-3.3883788,-7309.7033617,-0.28847551572,-0.04980916836,23129199,145009.39270104,23274208.392701,89.74%,-1.63%,-1.63%,-1.63%,-1.63%,373537520.40,350263312.00,-783.917222203753,-2583557.00746947,8165.67780780879,-71612528.4560805,-467120317.27287,,220.953598653971,192.45969482925,284362.51269169,7.2568413525375,-4.4982123336675,10202.93%,10678296.67,2710149.20,7130741.88,-21024592.70,87053202.2526109,108077794.95,0.996282763186479,0.925838936814495,0.634103564470306,0.410040047076898,-1.47203543951683,185740.61,184686.62,12951.45,3257662.51,4675618.89,,221.778,207.876,448448.059,17.6978844,3.0557772,98.35%,10892.60%,21737026.89,4829536.14,-14977217.4242701,120121575.1946,135098792.61887,1,1,1,1,1,157782.475828396,141898.805173614,218.397886608469,994071.626922261,4903679.26351113
IN,0.40%,6.98%,74.20%,20.10%,33.00%,11-RFCW,1.04,1.02,1.00,Whitewater Valley,1040,1,CS12,2020,624,610.09,11153.61,93.9,33,122.479,1.8759,13042.915,0.1024,20.366,0.3225,,5.021639,,0.1507084,127130.823,0.0385831257783313,Coal,Diesel Oil,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only)|Ammonia Injection|Overfire Air,Electrostatic Precipitator|Baghouse,,1556347.2507,268246.03653,1824593.28723,,58700,19250,127500,109300,185,2400,,27,-0.3319658,-212.5995145,-0.0818527157,-0.00245654692,10742288,4372.410395439,10746660.4103954,94.02%,-1.63%,-1.63%,-1.63%,-1.63%,2875450.24,-7871210.17,97788.677392763,-27590585.2662997,-39199.1541231643,-123470569.686858,-4374554633.06819,,122.453907657974,19.896773204105,8048.6356124194,4.70384448823475,-0.07921272998855,171.60%,176202.44,63923.83,212943.65,-1371523.37,17023713.2282721,18395236.60,0.999795129434221,0.976960286953992,0.617088711566348,0.93671498254549,-0.525602620614047,120522.72,148720.25,-63352.32,427688.96,17318997.46,,122.479,20.366,13042.915,5.021639,0.1507084,34.33%,364.92%,793687.93,166575.23,-864330.132154464,18028044.34766,18892374.4798145,1,1,1,1,1,116356.965946444,120389.857220586,251.268171812395,299621.120644966,5737515.84061979
IN,0.40%,6.98%,74.20%,20.10%,33.00%,11-RFCW,1.04,1.02,1.00,Whitewater Valley,1040,2,CS12,2020,869,855.35,29497.29,93.9,60.9,317.323,1.7666,34273.696,0.1024,64.911,0.3659,,13.010243,,0.4803414,334054.281,0.0552917988168342,Coal,Diesel Oil,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA|Ammonia Injection|Overfire Air,Baghouse|Electrostatic Precipitator,,2888836.9323,704854.53291,3593691.46521,,58700,19250,127500,109300,185,2400,,28,-1.0580493,-558.6612448,-0.2120669609,-0.00782956482,10894956,11489.128886433,10906445.1288864,92.77%,-1.63%,-1.63%,-1.63%,-1.63%,2847515.40,-8058929.73,849177.098968343,-5525860.35346973,-8172.77269791814,-43607165.902411,-1392835050.25333,,317.256639773174,63.670063758345,21065.6218933666,12.1697907272427,-0.12771735841095,453.81%,465992.13,169055.55,563159.43,-2395484.36,45087714.043507,47483198.40,0.999790874828405,0.980882496931876,0.614629419989213,0.935400724432488,-0.265888716673079,116873.48,117092.65,-13183.36,333143.80,18765164.02,,317.323,64.911,34273.696,13.010243,0.4803414,90.80%,965.08%,2099019.33,440531.61,-1054140.52505895,47743808.91186,48797949.436919,1,1,1,1,1,112621.979576201,94189.7825493206,215.756546508989,208523.892102473,2196965.20936765
IN,0.40%,6.98%,74.20%,20.10%,33.00%,11-RFCW,1.04,1.02,1.00,Edwardsport Generating Station,1004,CTG2,,2020,6405,6396.5,1426929.67,555.9,234,30.182,0.005,1488142.22,0.1236,272.926,0.0486,28.78506719,12.1167579105235,11.00788842,4.63364973966541,11865936.3,0.696117584787105,Coal,Pipeline Natural Gas,Integrated gasification combined cycle,,Selective Catalytic Reduction,,,13556378.4829,25037125.593,38593504.0759,,58700,19250,127500,109300,185,2400,,113,-4.4486938,-24256.718186,-0.197503153941533,-0.0755284907565462,5093220,408105.1471659,5501325.1471659,92.26%,-1.63%,-1.63%,-1.63%,-1.63%,7491268.53,1989943.39,-19490.5535147425,3545592.76541669,11122.8973138071,-20032280.1667531,-72690508.3472075,,26.9718279276971,212.895782247935,849202.411417112,-28.5400713851933,-24.7811569588464,21953.03%,22542341.67,8178052.40,27242804.27,19369694.27,172947359.252576,153577664.98,0.89363951784829,0.78004947219369,0.57064600412796,-2.35542144160576,-5.34808592602768,-595836.58,8947.51,19468.95,-624553.72,-781181.18,,30.182,272.926,1488142.22,12.1167579105235,4.63364973966541,4392.44%,46685.67%,101539936.79,21310690.67,84257123.3877726,301435792.392967,217178669.005194,1,1,1,1,1,-2682334.86143306,-230767.833360591,128.381000649405,-6826267.99717973,-18181348.9067218
IN,0.40%,6.98%,74.20%,20.10%,33.00%,11-RFCW,1.04,1.02,1.00,Edwardsport Generating Station,1004,CTG1,,2020,6540,6527.65,1469813.77,555.9,234,28.717,0.0048,1506429.23,0.1263,259.688,0.0477,28.78506719,12.1167579105235,11.00788842,4.63364973966541,11697562.2,0.717038290793428,Coal,Pipeline Natural Gas,Integrated gasification combined cycle,,,,,13636571.7499,24681856.242,38318427.9919,,58700,19250,127500,109300,185,2400,,280,-4.2329144,-24554.796449,-0.197503153941533,-0.0755284907565462,6511808,402314.2567446,6914122.2567446,88.24%,-1.63%,-1.63%,-1.63%,-1.63%,25706044.06,18791921.80,-13483.4077026593,3148789.71879408,11068.1139571948,-27185569.0200386,-91395994.1238612,,25.4103513156676,197.853669602985,848287.102465226,-29.7619476765458,-25.6651721548719,22612.80%,23219815.87,8423830.75,28061543.39,21386762.02,171276914.158491,149890152.14,0.884853965096201,0.761889920223441,0.563111154226094,-2.45626329223738,-5.53886754433993,-718132.30,-5782.47,19630.08,-666686.05,-832865.69,,28.717,259.688,1506429.23,12.1167579105235,4.63364973966541,4524.45%,48088.73%,104591557.97,21951149.56,88224279.5398913,303626862.642967,215402583.103076,1,1,1,1,1,-2962896.94048443,-261781.830272832,126.434832926143,-7153678.69411815,-19037511.1923945
KY,0.07%,0.00%,73.20%,16.70%,14.70%,15-SRCE,0.93,0.96,0.89,Shawnee,1379,2,CSSH15,2020,4779,4777.08,401199.33,1575,175,724.334,0.3317,456156.329,0.105,373.594,0.1735,205.025582,25.7193835984901,75.25318391,9.44011710689358,4349327.87,0.261708630136986,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,8892992.7471,9177081.8057,18070074.5528,,62500,12570,58050,101050,185,2400,,685,-6.0895822,-7435.3481627,-0.419225952655389,-0.153873908842365,10475845,149586.43343291,10625431.4334329,94.57%,-1.63%,-1.63%,-1.63%,-1.63%,67361860.29,56736428.86,91340.9040387841,2860667.54244111,9920.65036061221,-21784007.3060733,-68905607.4037756,,723.431419507303,356.715744786565,276510.318055548,14.2882016584818,1.16977205231043,6256.70%,5745119.84,2065391.03,6849502.84,-3410060.84,151868042.301817,155278103.14,0.998753916711494,0.954821931793779,0.606174463613653,0.55554214990287,0.123914993751106,105889.80,88181.59,16378.33,343155.23,2934517.98,,724.334,373.594,456156.329,25.7193835984901,9.44011710689358,27424.56%,0.00%,62689905.85,6224003.22,50843834.520331,187144239.643949,136300405.123618,1,1,1,1,1,30856.0914987685,-61023.8198159794,73.5385748526335,-1918818.31512229,-5383532.60492528
KY,0.07%,0.00%,73.20%,16.70%,14.70%,15-SRCE,0.93,0.96,0.89,Shawnee,1379,8,CSSH60,2020,4631,4625.6,408392.25,1575,175,1116.61,0.4883,477885.594,0.105,546.791,0.2411,205.025582,20.1494500984468,75.25318391,9.60936466555854,4556509.43,0.266400684931507,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,8906443.5075,9614234.8973,18520678.4048,,62500,12570,58050,101050,185,2400,,922,-8.9126933,-7789.5351822,-0.328436036604683,-0.156632644048604,10664146,156712.02882599,10820858.028826,94.69%,-1.63%,-1.63%,-1.63%,-1.63%,91038518.47,80217660.45,110642.714176978,3391426.28650466,9960.54001251212,-29385272.5492107,-68937070.0419131,,1115.69123755287,529.610142238625,295018.791572565,8.51332370551555,1.19074436248479,6368.87%,5848121.48,2102420.48,6972304.46,-3597831.98,207573965.601071,211171797.59,0.999177185904541,0.968578748074904,0.617341881146066,0.422508984807074,0.123914993751106,104357.97,84298.67,16146.76,560005.44,3040866.35,,1116.61,546.791,477885.594,20.1494500984468,9.60936466555854,27916.24%,0.00%,63813844.61,6335590.54,51628756.7467279,243482613.813412,191853857.066684,1,1,1,1,1,54812.9461076581,-19351.3726025628,76.9641910219878,-2504241.10444595,-5370354.44772883
KY,0.07%,0.00%,73.20%,16.70%,14.70%,15-SRCE,0.93,0.96,0.89,Shawnee,1379,7,CSSH60,2020,4425,4419.66,408505.09,1575,175,1103.673,0.4818,476465.079,0.105,545.697,0.2409,205.025582,16.6425694733462,75.25318391,9.6120197617531,4542964.97,0.266474292237443,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,8906654.5183,9585656.0867,18492310.605,,62500,12570,58050,101050,185,2400,,918,-8.8948611,-7766.3807877,-0.271273882415543,-0.156675922116576,10679030,156246.19421321,10835276.1942132,93.82%,-1.63%,-1.63%,-1.63%,-1.63%,90643258.86,79807982.67,109685.054962731,3387371.34363872,9954.54195900717,-36380852.2531028,-69010012.5196013,,1102.75398369606,528.511395116245,293547.749928179,5.00322798389395,1.19107336871315,6370.63%,5849737.33,2103001.39,6974230.93,-3565340.96,205708270.181126,209273611.14,0.999167311056862,0.968507056326579,0.616094993875047,0.30062833698287,0.123914993751107,104367.34,84257.06,16169.62,905703.70,3012752.95,,1103.673,545.697,476465.079,16.6425694733462,9.6120197617531,27923.95%,0.00%,63831476.57,6337341.08,51676507.045247,241626840.060356,189950333.015109,1,1,1,1,1,54227.7011440463,-19628.1695799079,76.5418793047643,-3047029.84527324,-5373838.11915904
KY,0.07%,0.00%,73.20%,16.70%,14.70%,15-SRCE,0.93,0.96,0.89,Shawnee,1379,6,CSSH60,2020,4711,4706.06,418628.83,1575,175,1149.669,0.4891,489977.446,0.105,563.369,0.2422,205.025582,26.8367234415798,75.25318391,9.85022876165283,4671798.68,0.273078166992825,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,8925585.9121,9857495.2148,18783081.1269,,62500,12570,58050,101050,185,2400,,1085,-9.1829147,-7986.6323698,-0.437438592097751,-0.160558728814941,10807263,160677.17200124,10967940.1720012,94.37%,-1.63%,-1.63%,-1.63%,-1.63%,107446582.95,96478642.78,96964.1587815657,3411135.97167562,9976.40603056756,-21511747.1256736,-68163840.7562853,,1148.72720825863,545.757494436315,302526.984963978,14.908931037084,1.22059103544718,6528.51%,5994707.91,2155118.83,7147069.17,-3486185.22,213884784.585392,217370969.81,0.99918081487683,0.968738951621965,0.617430429571197,0.55554214990287,0.123914993751107,104167.67,83880.29,16169.47,338324.53,2875513.31,,1149.669,563.369,489977.446,26.8367234415798,9.85022876165283,28615.98%,0.00%,65413374.29,6494395.66,53124688.8237906,250693503.134812,197568814.311021,1,1,1,1,1,54841.3183500724,-19228.2109839033,76.5772771635072,-1921501.97248414,-5390844.1681564
KY,0.07%,0.00%,73.20%,16.70%,14.70%,15-SRCE,0.93,0.96,0.89,Shawnee,1379,5,CSSH15,2020,5804,5801.68,499046.86,1575,175,978.46,0.3537,573236.762,0.105,542.72,0.1986,205.025582,26.4442964329599,75.25318391,11.7424443361546,5465658.34,0.325536112198304,Coal,,Dry bottom wall-fired boiler,,Low NOx Burner Technology (Dry Bottom only),Baghouse,,9075967.6282,11532539.0974,20608506.7256,,62500,12570,58050,101050,185,2400,,1040,-8.846336,-9343.7592206,-0.431042031857246,-0.19140184267932,10769285,187980.38728762,10957265.3872876,94.23%,-1.63%,-1.63%,-1.63%,-1.63%,102673828.75,91716563.36,84534.7284737619,3366899.58562646,10177.0104877131,-21859060.7945045,-57100200.1228991,,977.337291343488,521.72534812323,349777.321842524,12.2251912982384,1.4550649165373,7782.63%,7146283.16,2569114.23,8520011.45,-2373097.88,203347824.2254,205720922.11,0.998852575826797,0.9613158684464,0.610179501785903,0.462299737458738,0.123914993751105,103594.21,82639.44,16685.50,319683.28,1650290.46,,978.46,542.72,573236.762,26.4442964329599,11.7424443361546,34113.07%,0.00%,77979194.70,7741960.25,65112648.2256597,247227447.64434,182114799.41868,1,1,1,1,1,34503.9498541998,-44904.6613827751,71.4122949852618,-2404206.7815608,-5542667.65045332
